full_text,jenis_cyberbullying,is_bullying,clean,target
@Hariss_FZ @Anarchy_136 Bacot lu penjilat pantat fadlizonk. Ajarin noh junjungan lo beretika. Goblok kok dipiara. Kambing lu piara bisa gemuk. Tolol.,kata kasar,1,bacot lu jilat pantat fadlizonk ajarin noh junjung lo etika goblok kok piara kambing lu piara gemuk tolol,orang_lain
@tanyakanrl Kalo belum punya anak cerai kalo sudah punya anak ya lu tolol miskin biadab anjeng kenapa lo gak belajar dari istri lu? Kenapa lu gak minta dia ajarin teknologi hukum dll biar lu pintar dan dapat gaji sama kayak dia. Udah miskin tolol lagi gak mampu mikir ya jangan nikah,kata kasar,1,kalo punya anak cerai kalo punya anak lu tolol miskin biadab anjeng lo gak ajar istri lu lu gak minta ajarin teknologi hukum biar lu pintar gaji sama kayak udah miskin tolol gak mampu mikir jangan nikah,orang_lain
@naegamitos Y lu ajarin temen lo kl ngehate gausa di qrt tolol malah minta support WKAJAKAKA,kata kasar,1,y lu ajarin temen lo kl ngehate gausa qrt tolol malah minta support wkajakaka,orang_lain
@widamilan @folkshittmedia Lo baca gak sih berita nya? baca dan pahamin dulu biar gak tolol atau mau gw ajarin membaca?,kata kasar,1,lo baca gak sih berita nya baca pahamin dulu biar gak tolol mau gw ajarin baca,diri_sendiri
Lo bayangi gue ttp datang ke kantor padahal gue udah resign perkara orang2 ini gak bisa handel kerjaan gue? PADAHAL UDAH GUE AJARIN TETEP GAK PAHAM? LU YG TOLOL APA GUE YG TOLOL? MAKANYA LO PIKIR KERJAAN GUE SELAMA INI GAMPANG?,kata kasar,1,lo bayang gue ttp datang kantor padahal gue udah resign perkara orang gak handel kerja gue padahal udah gue ajarin tetep gak paham lu yg tolol apa gue yg tolol makanya lo pikir kerja gue lama gampang,diri_sendiri
@haruxday_ EHH YG TOLOL ITU LO COBA LO LAGI NGOBROL CERITA SEDIH TEMEN LU DGN PETANTANG PETENGENG NYA OUT OF THE BOX GA NGERTI SIKON MALAH YEL2 BAHKAN ANARKISSS.. GA DI AJARIN ADAB LO? EMPATI LO KEMANA..GUE BKN PENDUKUNG KDM TP HARUSNYA LO TAU SIKON LAH KOCAKKKK,kata kasar,1,ehh yg tolol lo coba lo ngobrol cerita sedih temen lu dgn tantang petengeng nya out of the box ga ngerti sikon malah yel bahkan anarkisss ga ajarin adab lo empati lo gue bkn dukung kdm tp harus lo tau sikon lah kocakkkk,orang_lain
@secr3thm4nz56 Publik mana bos? Kalo yg di sebut publik cuman anak anis anjing anis goblog gk usah di sebut publik @aniesbaswedan Heh anis anjing ajarin pwndukung lo redam dong bukannya di biarin makin gk tau diri tolol banget lu anjing,kata kasar,1,publik mana bos kalo yg sebut publik cuman anak anis anjing anis goblog gk usah sebut publik heh anis anjing ajarin pwndukung lo redam dong bukan biarin makin gk tau diri tolol banget lu anjing,orang_lain
@FreyQtmlbb Sini dek gue ajarin cara bisnis/jualan yang bener. Pantes kalo lu susah buyer tingkah lo belagu bener tolol. Buyer nanya-nanya ya wajar lah goblok lu sebagai seller harusnya layanin yang bener. Kalau basic rules gitu aja lu gak punya GAK USAH JUALAN TOLOL.,kata kasar,1,sini dek gue ajarin cara bisnis jual bener pantes kalo lu susah buyer tingkah lo belagu bener tolol buyer nanya nanya wajar lah goblok lu seller harus layanin bener kalau basic rules gitu aja lu gak punya gak usah jual tolol,diri_sendiri
yut mw gue ajarin misuh ga??? misuh ajaa didepan mrekaaa kek GOBLOG LO SMUA TOLOL BGSTTTT gtuu yut,kata kasar,1,yut mw gue ajarin misuh ga misuh ajaa depan mrekaaa kek goblog lo smua tolol bgstttt gtuu yut,diri_sendiri
Hunter tolol yang bilang rezeki gak kemana. Tuhan lo ajarin apa sih? Undian itu hajatan manusia. Semua variable sama prosesnya dari awal mpe akhir bisa diukur dan dikoreksi. Ukur dulu koreksi kalau kesalahan. Bukan enteng bacot rezeki gak kemana. Tolol!,kata kasar,1,hunter tolol bilang rezeki gak tuhan lo ajarin apa sih undi hajat manusia semua variable sama proses awal mpe akhir ukur koreksi ukur dulu koreksi kalau salah bukan enteng bacot rezeki gak tolol,orang_lain
@AryWija16059189 @tham878 Anak kecil yg ata lo terlahir kaya di ajarin cara bikin perusahaan dari NOL...anak tolol ngomongin politik...bukan ngomongin gimana dia jdi ilmuwan enterpreneur penemu tools modern dll,kata kasar,1,anak kecil yg ata lo lahir kaya ajarin cara bikin usaha nol anak tolol ngomongin politik bukan ngomongin gimana jdi ilmuwan enterpreneur temu tools modern,orang_lain
@Tita83079013 Masalahnya di mana bego kewajiban istri ya puasin suami udah bener itu napa pada tolol banget dah orang-orang kalau gk tau cari tau ada di ajarin ttg kewajibannya istri terhadap suami ngaji kitab kagak lo udah misuh-misuh tolol banget,kata kasar,1,masalah mana bego wajib istri puasin suami udah bener napa tolol banget dah orang orang kalau gk tau cari tau ajarin ttg wajib istri suami ngaji kitab kagak lo udah misuh misuh tolol banget,orang_lain
@Lya2Lia @roseaquartz @starvlightt1 @haielema9 @nyonyahoseokk alhamdulillah dia dikasih kecerdasan jadi bisa belajar mikir dari bukti2 jurnal. ga kaya lo tolol bisanya cuma yapping. ya ajarin temen2 lo juga biar ga asal ngatain lonte ke idol2 cewe dan gajadi ableist.,kata kasar,1,alhamdulillah kasih cerdas jadi ajar mikir bukti jurnal ga kaya lo tolol bisa cuma yapping ajarin temen lo biar ga asal ngatain lonte idol cewe gajadi ableist,orang_lain
@jujujuaaannn11 @realmadridindo1 Hahhah santai tolol. Di sekolah gua di ajarin biar ga goblok dukung club kaya lo yang cmn iri dengki doang emg sampe sekarang ya varca di tindas rezim? Padahal club miskin lu itu masih bebas main di spanyol . Sering bayar wasit lagi. fans iri dengki mana mau sadar.,kata kasar,1,hahhah santai tolol sekolah gua ajarin biar ga goblok dukung club kaya lo cmn iri dengki doang emg sampe sekarang varca tindas rezim padahal club miskin lu bebas main spanyol sering bayar wasit fans iri dengki mana mau sadar,diri_sendiri
@ion1positif @hanntesan @ygmin yahaha kasian bapak lu miskin ya tolol? Emang kewajiban ortu taik ngapain bgt tbtb bawa anak lahir ke dunia tp gtw kewajibannya apa? Mak bapak lo asal ngentot kah makanya ga ajarin lo hal basic kayak gini? Kalo emang sanggup dan gak mager mah mau mau aja kalik s3 Lol,kata kasar,1,yahaha kasi bapak lu miskin tolol emang wajib ortu taik ngapain bgt tbtb bawa anak lahir dunia tp gtw wajib apa mak bapak lo asal ngentot makanya ga ajarin lo basic kayak gin kalo emang sanggup gak mager mah mau mau aja kalik s lol,orang_lain
@JonoMangumpaus @rikimartin24 @shuggie_nihbos2 @ridwan_syam12 @agnezmo @coachella @ladygaga @MissyElliott Ya orang lo nulis HE tolol. Ni gue ajarin pronounce HE itu buat cowo kalo cewe SHE . Omg what a SDM rendah,kata kasar,1,orang lo nulis he tolol ni gue ajarin pronounce he buat cowo kalo cewe she omg what a sdm rendah,diri_sendiri
tapi sungguh ucapan Arash kali ini keterlaluan. ㅤㅤ tau apa lo bangsat hubungan gue sama Arka? mulut lo siapa yang ajarin anjing gitu? tolol banget pikiran lo bocah! gue enggak segila itu! &gt;&gt;,kata kasar,1,sungguh ucap arash kali terlalu tau apa lo bangsat hubung gue sama arka mulut lo siapa ajarin anjing gitu tolol banget pikir lo bocah gue enggak gila gt gt,diri_sendiri
@tanyarlfes mancing banget wkwk. Gw ajarin nih cara counter kalo banyak yang ngamuk : KALO ELU ENGGA NGERASA GITU BERARTI TWIT INI BUKAN BUAT LO NGAPAIN MARAH TOLOL.,kata kasar,1,mancing banget wkwk gw ajarin nih cara counter kalo banyak ngamuk kalo elu engga ngerasa gitu arti twit bukan buat lo ngapain marah tolol,diri_sendiri
@angah_jo @WayroonWaz @xielia_02 @perishabless nih ya gw kasih tau pake bahasa bayi. menurut lo bener ≠ bener menurut lo gak menghina ≠ gak menghina. YG AGAMA LO AJARIN ≠ MUTLAK YG AGAMA GUA AJARIN ≠ MUTLAK lo tuh idup di dunia bukan di akhirat. hargain orang yg berbeda sama lo. tolol,kata kasar,1,nih gw kasih tau pake bahasa bayi lo bener bener lo gak hina gak hina yg agama lo ajarin mutlak yg agama gua ajarin mutlak lo tuh idup dunia bukan akhirat hargain orang yg beda sama lo tolol,diri_sendiri
yeuhhh tolol emang...kelas pekerja aja biar bisa dapet mobil nabung dengan gajihnya yg mepet itu lah ini kerja gk bener tapi segaja diprioritaskan dan harus dapet akomodasi gratis juga??? Ajarin mentri2 lo yg bejibun itu buat napak tanah minimal! Naik transum anjir!,kata kasar,1,yeuhhh tolol emang kelas kerja aja biar dapet mobil nabung gajih yg mepet lah kerja gk bener segaja prioritas dapet akomodasi gratis ajarin tri lo yg bejibun buat napak tanah minimal naik transum anjir,orang_lain
TOLOL benci banget gua otak lo dimana si?? Ajarin anak kecil mah baca yasin di kuburan tau bukan vilocity ANJER (EMOSI DENGAN NADA EMIL MARIO),kata kasar,1,tolol benci banget gua otak lo si ajarin anak kecil mah baca yasin kubur tau bukan vilocity anjer emosi nada emil mario,diri_sendiri
@REO__57 @AghaarXx ya itu gak bs dijadikan patokan untuk melarang. wahabi tolol. nabi ajarin dlm sejumlah riwayat sblm wafat meminta maaf ya barangkali lo stlh lebaran gak ada nyawa kan mending maaf-maafan.,kata kasar,1,gak bs jadi patok larang wahabi tolol nabi ajarin dlm jumlah riwayat sblm wafat minta maaf barangkali lo stlh lebaran gak nyawa kan mending maaf maaf,orang_lain
@kingdeeuropa @AghaarXx ya itu gak bs dijadikan patokan untuk melarang. wahabi tolol. nabi ajarin dlm sejumlah riwayat sblm wafat meminta maaf ya barangkali lo stlh lebaran gak ada nyawa kan mending maaf-maafan.,kata kasar,1,gak bs jadi patok larang wahabi tolol nabi ajarin dlm jumlah riwayat sblm wafat minta maaf barangkali lo stlh lebaran gak nyawa kan mending maaf maaf,orang_lain
@tanyakanrl tolol wajarlah anak kecil. justru anak kecil harus lo ajarin yg bnr apa lg anak lo udeh kelewatan mulut nya. orgtua nya jg sma cmn bsa nya ketawa doang pas ank nya ngmng jelek. sekeluarga freakk!!,kata kasar,1,tolol wajar anak kecil justru anak kecil lo ajarin yg bnr apa lg anak lo udeh lewat mulut nya orgtua nya jg sma cmn bsa nya ketawa doang pas ank nya ngmng jelek keluarga freakk,orang_lain
@orangesforjy YANG NYERANG TENAGA MEDIS LO TUH TOLOL NYA KEBANGETAN TAU GAK??!! GADA OTAK BANGET ANJ PAS SEKOLAH GA DI AJARIN KAH? ATAU MINIMAL TAU DARI SOSMED KEK SOSMED TUH JANGAN CUMA DI BUAT SENENG² DOANG CARI JUGA PELAJARAN ANJ BANGET,kata kasar,1,nyerang tenaga medis lo tuh tolol nya banget tau gak gada otak banget anj pas sekolah ga ajarin minimal tau sosmed kek sosmed tuh jangan cuma buat neng doang cari ajar anj banget,orang_lain
@DivHumas_Polri waktu pendidikan lo ajarin apa sih?? buat bedain safe zone aja kaga bisa? ini ya minimal ngomong kaga kaya banci lampu merah lah tolol banget heran,kata kasar,1,waktu didik lo ajarin apa sih buat bedain safe zone aja kaga minimal ngomong kaga kaya banci lampu merah lah tolol banget heran,orang_lain
@yaudahlaapaaja @yellowpiicture bacot ah gausah ngajarin gua lo ajarin aja bestie lo yg sama2 tolol 02 voters. tobat tuh barengan lo pada,kata kasar,1,bacot ah gausah ngajarin gua lo ajarin aja bestie lo yg sama tolol voters tobat tuh bareng lo,diri_sendiri
@bremanotlocked @gloevd_ @clouddysya @minfaery jangan ketawa doang dong sekalian ajarin temen lo yang tolol itu kalo literasi biasain baca sampe selesai,kata kasar,1,jangan ketawa doang dong sekali ajarin temen lo tolol kalo literasi biasain baca sampe selesai,orang_lain
@min00xs lo reply tmn lo nyangkut akun gue kocak baru maen X lo ? atau perlu gue ajarin ?? gue diem biar agama ga di bawa bawa meskipun dalam kasus ini temen lo duluaa bawa bawa agama tolol lo,kata kasar,1,lo reply tmn lo nyangkut akun gue kocak baru maen x lo perlu gue ajarin gue diem biar agama ga bawa bawa meski kasus temen lo duluaa bawa bawa agama tolol lo,diri_sendiri
@cepat_internet @Jaenim99 @SayurLodehBTW2 @idextratime Yang paling pinter ajarin coba kami-kami yang tolol ini. Bikin webinar zoom kek atau live streaming gitu. Ajarin kalau lo beneran pinter ya. Kalau lebih goblok ya gapapa wkwkwk,kata kasar,1,paling pinter ajarin coba tolol bikin webinar zoom kek live streaming gitu ajarin kalau lo beneran pinter kalau lebih goblok gapapa wkwkwk,orang_lain
TOLOL SEUNGHANNAM AJARIN NIH FANS LO PADA TOLOL,kata kasar,1,tolol seunghannam ajarin nih fans lo tolol,orang_lain
@DeLugra @ARSIPAJA sini dek aku ajarin gambar bertahun tahun baru dapat hasil yg memuaskan lu lu pada nih yg support ai tolol mau enaknya doang kreativitas apaan sebatas nulis kata kunci efisiensi ini namanya kaya presiden lo noh efisiensi muluk,kata kasar,1,sini dek aku ajarin gambar tahun tahun baru hasil yg muas lu lu nih yg support ai tolol mau enak doang kreativitas apa batas nulis kata kunci efisiensi nama kaya presiden lo noh efisiensi muluk,diri_sendiri
@GROTESQUEERY @adre2311 lo yang goblok dating apps tinder bumble dll. itu hornet yg dmn buat fun. KALO MAU CARI JODOH DI APLIKASI YG BENER LAH TOLOL. pake OTAK nya syg mau gue ajarin kah yg bener gmn? sekolah yg bener dah. najis,kata kasar,1,lo goblok dating apps tinder bumble hornet yg dmn buat fun kalo mau cari jodoh aplikasi yg bener lah tolol pake otak nya syg mau gue ajarin yg bener gmn sekolah yg bener dah najis,diri_sendiri
@erzawansyah Gw udah lebih pintar dari lo sejak lahir bro. Lo pikir AI tolol? Gue cuma males jawab orang yang level diskusinya kek sinetron FTV. Kalo mau gue ajarin bayar dulu bro - gak gratis ilmu gue ,kata kasar,1,gw udah lebih pintar lo sejak lahir bro lo pikir ai tolol gue cuma males jawab orang level diskusi kek sinetron ftv kalo mau gue ajarin bayar dulu bro gak gratis ilmu gue,diri_sendiri
Plat merah monopoli tolol Kan memang skema distribusi tuh ya gitu lo pilih pangkalan buat jadi wholesaler juga pasti mereka punya keterbatasan distribusi atau coverage area lah makanya butuh retail warung buat deketin jalur distribusinya. Coba pack @renggalism ajarin biar,kata kasar,1,plat merah monopoli tolol kan memang skema distribusi tuh gitu lo pilih pangkal buat jadi wholesaler punya batas distribusi coverage area lah makanya butuh retail warung buat deketin jalur distribusi coba pack ajarin biar,orang_lain
@Cillipari @aimr0d lo kira bayi/balita dengan lo ajarin hidup keras mereka bakal paham? ya jelas kaga tolol,kata kasar,1,lo kira bayi balita lo ajarin hidup keras bakal paham jelas kaga tolol,orang_lain
Wendi liat fans lo pada tolol mending lo ajarin fans lo wendi!!!,kata kasar,1,wendi liat fans lo tolol mending lo ajarin fans lo wendi,orang_lain
Ajarin lah kasihan tu temen lo gaptek udah kosong tolol gaptek pula ,kata kasar,1,ajarin lah kasihan tu temen lo gaptek udah kosong tolol gaptek,orang_lain
@melodramaperte @Jisocq itu bukan budaya negara indonesia ya anjing jangan tolol tolol banget jadi orang kaga pernah di ajarin apa sama emak bapak lo tolol lu,kata kasar,1,bukan budaya negara indonesia anjing jangan tolol tolol banget jadi orang kaga pernah ajarin apa sama emak bapak lo tolol lu,orang_lain
 ajarin dong temen temen jeongharu tolol lo itu buat respect sama shipper yang lain masa cuma masalah lucu lo ribet? context? #tellonym https://t.co/6NdmW0yHGy,kata kasar,1,ajarin dong temen temen jeongharu tolol lo buat respect sama shipper masa cuma masalah lucu lo ribet context tellonym,orang_lain
Lo minta di ajarin jadi slave yang bener aminin memek yang enak di ajarin jadi makin binal. Tapi lu sendiri masih malu² gitu ya percuma lonte tolol. Buang harga diri lu jadiin dirilu sepenuhnya slave yang nurut kata tuannya nurut apa yang di perintah tuannya lonte yang patuh,kata kasar,1,lo minta ajarin jadi slave bener aminin memek enak ajarin jadi makin binal lu sendiri malu gitu percuma lonte tolol buang harga diri lu jadiin dirilu sepenuh slave nurut kata tuan nurut apa perintah tuan lonte patuh,orang_lain
@arsenekhoiron Alah kontol Lo passing masih di ajarin jaga kondisi fisik masih diajarin disiplin asupan gizi lain-lain masih diajarin emang pelatih baru bisa kayak sty pelatih luar ma tinggal terima jadi fokus taktik aja. Benahi tu PSSI kompetisi dulu stuck gitu gitu aja tolol,kata kasar,1,alah kontol lo passing ajarin jaga kondisi fisik diajarin disiplin asupan gizi diajarin emang latih baru kayak sty latih luar ma tinggal terima jadi fokus taktik aja benah tu pssi kompetisi dulu stuck gitu gitu aja tolol,orang_lain
@Lfc_fens @tanyakanrl Lo ngerti ga penempatan sponsor itu ada harga nya? Goblok di pelihara si tolol ini gue gerus juga lama lama lo. Sini tongolin muka lo biar gue ajarin sepakbola. Bocah tolol,kata kasar,1,lo ngerti ga tempat sponsor harga nya goblok pelihara si tolol gue gerus lama lama lo sini tongolin muka lo biar gue ajarin sepakbola bocah tolol,diri_sendiri
@FajarAn29784765 @rocaf0rt @barengwarga Wkwkkw uda keliatan kok hidup dia lebih baik dari elo.. makanya lo tetep tolol dan gak berguna karna selalu berenang sekolam sama orang tolol.. di ajarin pinter malah ngeyel,kata kasar,1,wkwkkw uda liat kok hidup lebih baik elo makanya lo tetep tolol gak guna karna selalu renang kolam sama orang tolol ajarin pinter malah ngeyel,orang_lain
@sudahvaksincuy @xxxgnag @Intel_Imut Dimna letak gw ngeluh tolol? Wkwk lingkungan emg ngaruh bgt sih sama pola pikir liat nih lo tolol bgt ga di ajarin ma bapak mak lo kah hahahaha,kata kasar,1,dimna letak gw ngeluh tolol wkwk lingkung emg ngaruh bgt sih sama pola pikir liat nih lo tolol bgt ga ajarin ma bapak mak lo hahahaha,diri_sendiri
benci banget gue anak kecil salah lalu di bela dgn embel2 masih kecil blm ngerti makanya di simpen bener2 YA ANAK LO YG TOLOL YA ANJING MAKANYA AJARIN GAUSAH MAININ BARANG ORANG TERUS KENAPA LU NYALAHIN GUE JELAS2 SKINCARE TU GUE MASUKIN KE TAS YA ANJG DASAR ANAK LU IDIOT,kata kasar,1,benci banget gue anak kecil salah lalu bela dgn embel kecil blm ngerti makanya simpen bener anak lo yg tolol anjing makanya ajarin gausah mainin barang orang terus lu nyalahin gue jelas skincare tu gue masukin tas anjg dasar anak lu idiot,diri_sendiri
@jjangguchanle gue suka nct kok semua org gede/dewasa kek lu hrusnya sih paham yaaa mikir dulu sblm bertindak MASA KAYAK GINI AJA KUDU DI AJARIN? gue tau lo bukan anak kecil sihh tpi kyk nya emg lo aja yang tolol yaa? gue liat dr rep org emg dr dulu lo problematik sih jdi percuma ga sihh,kata kasar,1,gue suka nct kok semua org gede dewasa kek lu hrusnya sih paham yaaa mikir dulu sblm tindak masa kayak gin aja kudu ajarin gue tau lo bukan anak kecil sihh tpi kyk nya emg lo aja tolol yaa gue liat dr rep org emg dr dulu lo problematik sih jdi percuma ga sihh,diri_sendiri
Tapi kalo anak saya mandiri tau adab ngerti etika saya ajarin agama itu bukan perhapalan tapi pengertian tentunya memang karna anak saya pinterrrr kan kemaren lo sendiri yg ngomong yah kalo ga tolol bukan ipith namanya AWOKWOKWOK lucu bgt masuk suci suca gih,kata kasar,1,kalo anak saya mandiri tau adab ngerti etika saya ajarin agama bukan perhapalan erti tentu memang karna anak saya pinterrrr kan kemaren lo sendiri yg ngomong yah kalo ga tolol bukan ipith nama awokwokwok lucu bgt masuk suci suca gih,diri_sendiri
@JohnBanting03 Sejarah ya pke bukti Apalagi bikin Klaim PASTI Logika lo jongkok kok bawa2 logika? Ap yg lo sebut itu bhkan cacat logika jumping conclusion Lo klo tolol ttg sejarah ya biar gue ajarin Tp sih lo g niat belajar krn lo itu penipu bin goblog https://t.co/ADqg6R6xzj,kata kasar,1,sejarah pke bukti bikin klaim logika lo jongkok kok bawa logika ap yg lo sebut bhkan cacat logika jumping conclusion lo klo tolol ttg sejarah biar gue ajarin tp sih lo g niat ajar krn lo tipu bin goblog,diri_sendiri
Ajarin anak lo buat ga manja tolol,kata kasar,1,ajarin anak lo buat ga manja tolol,orang_lain
@convomf lo ajarin temen cowo lo tentang second account third account ya nderr.. kasian bgt udah gede masi goblok. cowo lo juga tolol cabut egee kasian bet dah lo,kata kasar,1,lo ajarin temen cowo lo second account third account nderr kasi bgt udah gede mas goblok cowo lo tolol cabut egee kasi bet dah lo,orang_lain
Maul tolol niece niece mana anjir lo Maul. Sini tak ajarin yg bener Maul: niche,kata kasar,1,maul tolol niece niece mana anjir lo maul sini tak ajarin yg bener maul niche,orang_lain
@annameovx kalo lo gabisa melihat poin dari twit gue. lo emang tolol dah gitu aja. besok2 kalau punya anak kasih anak lo makanan yg bergizi dan ajarin critical thinking. biar ga kayak orangtuanya bisa tolol berkesimpulan utuh dari twit sepotong.,kata kasar,1,kalo lo gabisa lihat poin twit gue lo emang tolol dah gitu aja besok kalau punya anak kasih anak lo makan yg gizi ajarin critical thinking biar ga kayak orangtuanya tolol simpul utuh twit potong,orang_lain
@Munknmb @suikocsi1 @Y_D_Y_P Dih si buzzer sty tolol nyerang warga sendiri demi belain wna yg kerja di indo 4 tahun kaga mau belajar bahasa. Lo kira gw ga bangga sama pencapaian pssi skrng yg bisa bawa banyaj pemain bagus? Ga make sense emang penyepong sty. Ajarin bahasa dulu sana junjungan lo,kata kasar,1,dih si buzzer sty tolol nyerang warga sendiri bain wna yg kerja indo tahun kaga mau ajar bahasa lo kira gw ga bangga sama capai pssi skrng yg bawa banyaj main bagus ga make sense emang penyepong sty ajarin bahasa dulu sana junjung lo,diri_sendiri
@DonChitato Heh tolol ! lo bisa paham kalimat ga si? Sekolah ga si lo? Baca lg ! itu gue lg nyeritain gue sendiri. Anjg masa iya gue ajarin bedah kalimat wkw,kata kasar,1,heh tolol lo paham kalimat ga si sekolah ga si lo baca lg gue lg nyeritain gue sendiri anjg masa iya gue ajarin bedah kalimat wkw,diri_sendiri
@Gondo_Maruto @ch_chotimah2 @jokowi Emang celeng 16% kayak lo gak ada yg tau malu.ngitung aja TOLOL Nih gw ajarin ngitung ya: Pilpres kmrn 3 kandidat Asumsi Prabowo 45% - suara anak wabah 26% = sisa 19% Jokowi 55% - suara CELENG Pornowo penyuka bokep 16% = sisa 39% pendukung Jokowi 39+19= 58%..MENANG TELAK https://t.co/1qiFyIhXBe,kata kasar,1,emang celeng kayak lo gak yg tau malu ngitung aja tolol nih gw ajarin ngitung pilpres kmrn kandidat asumsi prabowo suara anak wabah sisa jokowi suara celeng pornowo suka bokep sisa dukung jokowi menang telak,diri_sendiri
@ilikeit0719 Kalau suka uang ya Kerja ege bukannya retweet org org tolol kurang berpendidikan. Lu ga di ajarin orang tua Lo untuk bersikap atau emng org tua Lo emng ga urus Lu tod?,kata kasar,1,kalau suka uang kerja ege bukan retweet org org tolol kurang didik lu ga ajarin orang tua lo sikap emng org tua lo emng ga urus lu tod,orang_lain
@Kimberley_PS08 Bisa nulis statement tolol kek gini gmn caranya? Ajarin ke gak tau maluan lo dong ,kata kasar,1,nulis statement tolol kek gin gmn cara ajarin gak tau malu lo dong,orang_lain
@muhamadfalah_18 @kucingmakansate @sheknowshoney nih gua ajarin lo tolol core value dari agnostic itu skepticism there is no absolute truth in defining god existence as a whole krn bukti empiris secara saintifik belum di discover sampai skrg. tapi agnostik gada niat utk buktiin juga eksistensi tuhan beda sama atheisme,kata kasar,1,nih gua ajarin lo tolol core value agnostic skepticism there is no absolute truth in defining god existence as a whole krn bukti empiris saintifik discover skrg agnostik gada niat utk buktiin eksistensi tuhan beda sama atheisme,diri_sendiri
@BrennerGet54 @SiaranBolaLive @FabrizioRomano Orang tolol mending balik ke SD lagi Lo GOBLOG! Kalimat satir kaya gini aja gagal paham! Tuh gw ajarin yg bener,kata kasar,1,orang tolol mending balik sd lo goblog kalimat satir kaya gin aja gagal paham tuh gw ajarin yg bener,diri_sendiri
Next time kl lo jadi laki laki masih miskin dan tolol jangan ngajarin perempuan buat nerima kemiskinan dan ketololan lo tapi ajarin diri lo sendiri kl masih mo miskin minimal jangan tolol jadi lo punya skill buat bertanggungjawab at least ma diri sendiri &amp; ngga nyusahin orang!,kata kasar,1,next time kl lo jadi laki laki miskin tolol jangan ngajarin perempuan buat nerima miskin tolol lo ajarin diri lo sendiri kl mo miskin minimal jangan tolol jadi lo punya skill buat bertanggungjawab at least ma diri sendiri amp ngga nyusahin orang,orang_lain
@Robe1807 @arraullan logical fallacy bahasa lu biar keliatan pinter? gini gua ajarin kontrol hirarki resiko 1. eliminasi 2. 3. 4. lu cari sendiri intinya klo lo kejedot meja mejanya lu pindah. mau bilang tolol tapi bisa baca,kata kasar,1,logical fallacy bahasa lu biar liat pinter gin gua ajarin kontrol hirarki resiko eliminasi lu cari sendiri inti klo lo jedot meja meja lu pindah mau bilang tolol baca,diri_sendiri
@freisazs @mydemonwontod4y @strootsys ajarin donk bg biar ga tololyg penting gk beli pake duit lo upzzzz https://t.co/e3eK2jDIke,kata kasar,1,ajarin donk bg biar ga tololyg penting gk beli pake duit lo upzzzz,orang_lain
@wetsordier @Tita83079013 Gw klo liat ade gw dicium ama orang laen yg gak gw tau spontanitas gw tonjok congornya Gw ajarin dikit apa arti spontanitas hidup dimasyarakat biar gak tolol tolol banget. Makanye lo idup jangan digoa mulu Gaul ama orang sekitar lo biar tau belajar hidup.,kata kasar,1,gw klo liat ade gw cium ama orang laen yg gak gw tau spontanitas gw tonjok congor gw ajarin dikit apa arti spontanitas hidup masyarakat biar gak tolol tolol banget makanye lo idup jangan digoa mulu gaul ama orang lo biar tau ajar hidup,diri_sendiri
@wanataabe98671 @pawrkbina GOBLOL WOY LO GOBLOL... SEJAK KAPAN PAYOLA ITU BERUBAH ARTI...??? NGATAIN ORANG TOLOL TP SENDIRINYA TOLOL... SAJAEGI BUAT KOREA PAYOLA BUAT INTER... NGAKAK BANGET SM KPOOPIES FOMO INI.. WOY TMNNYA MANA INI AJARIN DEH SOALNYA TOLOL BGT...,kata kasar,1,goblol woy lo goblol sejak kapan payola ubah arti ngatain orang tolol tp sendiri tolol sajaegi buat korea payola buat inter ngakak banget sm kpoopies fomo woy tmnnya mana ajarin deh soal tolol bgt,orang_lain
@lahvenuss @xotourLlif3__ @miss_seoulmate Gw ajarin nih ya just in case lo tutup mata sama realita di dunia : ortu yg bodoh &amp; kebanyakan miskin akan nurunin sejenis nya di negara modelan Indo terutama nya...bisa berubah? Bisa banget ..dengan ngga stay melakukan hal2 tolol kayak diatas2 nya....stay lurus ya Neng ,kata kasar,1,gw ajarin nih just in case lo tutup mata sama realita dunia ortu yg bodoh amp banyak miskin nurunin jenis nya negara model indo utama nya ubah banget ngga stay laku tolol kayak atas nya stay lurus neng,diri_sendiri
@JohnBanting03 @imamDouma @ajegilelu1 @rizalMulachela @jonnypengacara Lu tolol ya? Lo Tau g ao itu satir?? Yg satir lo kok jd gue yg nolak opini gue? Lo g d ajarin ya satir itu ap?? https://t.co/cNAQmJfyOh,kata kasar,1,lu tolol lo tau g ao satir yg satir lo kok jd gue yg nolak opini gue lo g d ajarin satir ap,diri_sendiri
@Hana_Jhane Ajarin suami lo menempatkan diri. Jangan sampai istri sama adik merasa saingan karna suami tolol Gue bisa jauh lbh syg sama adik lo bisa biayain adik lo jg. tp lo jg harus tau gmn supaya kluarga lo respect sama gue. Lo kalau gini bikin rivalitas lo trf adik lo ya lwt gue,kata kasar,1,ajarin suami lo tempat diri jangan istri sama adik rasa saing karna suami tolol gue jauh lbh syg sama adik lo biayain adik lo jg tp lo jg tau gmn kluarga lo respect sama gue lo kalau gin bikin rivalitas lo trf adik lo lwt gue,diri_sendiri
